"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","365","97","108","138","22",".","200","134","89",".",".",".","365",".","."
"10420","Akron, OH","365","75","173","108","7","2","201","120","80","3",".","70","287",".","5"
"10500","Albany, GA","333","331","2",".",".",".","60","23","10",".",".",".","333",".","."
"10540","Albany-Lebanon, OR","33","29","4",".",".",".","67","52","27",".",".",".",".",".","33"
"10580","Albany-Schenectady-Troy, NY","365","253","87","25",".",".","150","84","42","5",".","207","151",".","2"
"10740","Albuquerque, NM","365","152","194","17","2",".","186","87","54","103","44","183",".",".","35"
"10780","Alexandria, LA","353","317","31","5",".",".","135","51","31",".",".","345",".",".","8"
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","209","132","24",".",".","142","87","47","3","101","126","133",".","2"
"11020","Altoona, PA","365","236","116","13",".",".","147","81","43",".",".","171","189",".","5"
"11180","Ames, IA","365","323","23","13","6",".","182","54","7",".",".",".","365",".","."
"11260","Anchorage, AK","352","220","124","7","1",".","176","76","39.5","165",".",".",".",".","187"
"11300","Anderson, IN","222","174","38","10",".",".","129","77","42",".",".","189",".",".","33"
"11460","Ann Arbor, MI","215","168","32","15",".",".","147","90","40",".",".","215",".",".","."
"11540","Appleton, WI","181","159","19","3",".",".","116","67","36",".",".","181",".",".","."
"11620","Ardmore, OK","33","33",".",".",".",".","45","38","24",".",".",".",".",".","33"
"11700","Asheville, NC","236","209","26","1",".",".","119","58","36",".",".","205",".",".","31"
"11780","Ashtabula, OH","365","244","92","26","3",".","174","95","42",".",".","162","203",".","."
"11940","Athens, TN","365","264","75","26",".",".","135","89","30",".","120",".","198",".","47"
"12060","Atlanta-Sandy Springs-Marietta, GA","365","121","152","83","9",".","185","123","64","9","109","120","123",".","4"
"12100","Atlantic City, NJ","365","283","60","15","7",".","197","84","36",".",".","279","63",".","23"
"12140","Auburn, IN","11","11",".",".",".",".","48","48","19",".",".",".",".",".","11"
"12260","Augusta-Richmond County, GA-SC","365","288","69","8",".",".","145","74","36",".","11","349","3",".","2"
"12300","Augusta-Waterville, ME","257","213","34","8","2",".","161","72","36",".",".","215","19",".","23"
"12420","Austin-Round Rock, TX","365","303","49","11","2",".","177","68","38","9","124","224","1",".","7"
"12540","Bakersfield, CA","365","70","142","85","58","10","209","166","90","9","122","211","1",".","22"
"12580","Baltimore-Towson, MD","365","80","220","56","7","2","211","114","64","24","89","91","155",".","6"
"12620","Bangor, ME","365","229","117","18","1",".","183","87","39",".",".",".","306",".","59"
