"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","182","158","19","5",".",".","129","64","36",".",".","182",".",".","."
"10420","Akron, OH","365","169","123","71","2",".","156","111","54","8",".","118","233",".","6"
"10460","Alamogordo, NM","52","50","2",".",".",".","59","22","12.5",".",".",".",".",".","52"
"10500","Albany, GA","57","53","4",".",".",".","63","44","22",".",".",".",".",".","57"
"10580","Albany-Schenectady-Troy, NY","365","330","27","7","1",".","151","50","35","6","100","241","16",".","2"
"10740","Albuquerque, NM","365","212","148","5",".",".","106","74","48","20","99","199",".",".","47"
"10780","Alexandria, LA","363","302","58","3",".",".","114","61","36",".",".","356",".",".","7"
"10820","Alexandria, MN","35","35",".",".",".",".","19","16","12",".",".",".",".",".","35"
"10880","Allegan, MI","184","144","25","12","3",".","172","84","36.5",".","20","164",".",".","."
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","261","80","20","4",".","192","87","41","1","80","159","117",".","8"
"10980","Alpena, MI","40","32","8",".",".",".","73","61.5","26.5",".",".",".",".",".","40"
"11020","Altoona, PA","365","244","103","14","4",".","182","80","43",".","47","164","149",".","5"
"11140","Americus, GA","211","155","51","5",".",".","150","77","42",".",".","211",".",".","."
"11180","Ames, IA","261","221","38","2",".",".","119","64","35",".",".","261",".",".","."
"11260","Anchorage, AK","360","266","94",".",".",".","91","62","38","141",".",".",".",".","219"
"11300","Anderson, IN","215","175","31","8","1",".","154","77","39",".",".","184",".",".","31"
"11340","Anderson, SC","365","278","63","24",".",".","142","90","37",".",".","362",".",".","3"
"11460","Ann Arbor, MI","178","155","21","2",".",".","129","58","36.5",".",".","178",".",".","."
"11500","Anniston-Oxford, AL","57","57",".",".",".",".","47","39","19",".",".",".",".",".","57"
"11540","Appleton, WI","184","167","13","4",".",".","127","50","34",".",".","184",".",".","."
"11620","Ardmore, OK","24","23","1",".",".",".","53","43","24",".",".",".",".",".","24"
"11700","Asheville, NC","361","246","91","24",".",".","147","93","42",".",".","206",".","34","121"
"11780","Ashtabula, OH","361","261","73","27",".",".","150","90","38",".",".","177","184",".","."
"11900","Athens, OH","56","56",".",".",".",".","35","28","18",".",".",".",".",".","56"
"11940","Athens, TN","365","283","62","20",".",".","148","76","31",".","153",".","180",".","32"
"12060","Atlanta-Sandy Springs-Marietta, GA","365","156","134","55","18","2","206","127","57","3","140","147","69",".","6"
"12100","Atlantic City, NJ","365","275","57","26","5","2","204","97","39","10",".","288","12","51","4"
"12140","Auburn, IN","214","204","10",".",".",".","63","39","20","2","137",".","17",".","58"
"12260","Augusta-Richmond County, GA-SC","365","259","80","25","1",".","154","93","40",".","14","303","42",".","6"
"12300","Augusta-Waterville, ME","230","209","17","3","1",".","154","48.5","34",".",".","197",".",".","33"
"12420","Austin-Round Rock, TX","365","308","37","19","1",".","154","80","33","1","13","351",".",".","."
"12540","Bakersfield, CA","365","149","115","85","14","2","202","137","61",".","90","250",".",".","25"
"12580","Baltimore-Towson, MD","365","216","99","32","11","7","213","116","47","11","102","165","78",".","9"
"12620","Bangor, ME","247","230","14","3",".",".","122","48","31",".",".","192",".",".","55"
