"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","6","6",".",".",".",".","26","26","16.5",".",".",".",".",".","6"
"10300","Adrian, MI","179","142","28","8","1",".","154","74","41",".",".","179",".",".","."
"10420","Akron, OH","365","184","129","48","4",".","179","105","50","26",".","117","213",".","9"
"10460","Alamogordo, NM","6","6",".",".",".",".","20","20","11.5",".",".",".",".",".","6"
"10500","Albany, GA","365","362","3",".",".",".","74","16","3",".",".",".","365",".","."
"10580","Albany-Schenectady-Troy, NY","365","307","46","12",".",".","145","64","36","2","97","224","37",".","5"
"10740","Albuquerque, NM","365","203","155","7",".",".","129","74","49","51","39","210",".",".","65"
"10780","Alexandria, LA","363","294","56","13",".",".","135","71","38",".",".","360",".",".","3"
"10880","Allegan, MI","276","206","40","22","5","3","219","106","36",".","93","183",".",".","."
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","233","100","26","6",".","192","97","45","2","167","108","87",".","1"
"10980","Alpena, MI","50","47","3",".",".",".","63","46","20.5",".",".",".",".",".","50"
"11020","Altoona, PA","362","250","93","18","1",".","154","80","43",".","55","165","134",".","8"
"11100","Amarillo, TX","59","58","1",".",".",".","59","32","16",".",".",".",".",".","59"
"11260","Anchorage, AK","363","245","113","5",".",".","126","74","38","134",".",".",".",".","229"
"11300","Anderson, IN","214","130","56","25","3",".","177","111","45.5",".",".","184",".",".","30"
"11340","Anderson, SC","354","280","52","19","3",".","182","80","34.5",".",".","348",".",".","6"
"11460","Ann Arbor, MI","177","145","23","9",".",".","142","77","36",".",".","177",".",".","."
"11500","Anniston-Oxford, AL","59","56","3",".",".",".","57","37","19",".",".",".",".",".","59"
"11540","Appleton, WI","182","156","19","7",".",".","137","67","34",".",".","182",".",".","."
"11620","Ardmore, OK","55","53","2",".",".",".","54","44","18",".",".",".",".",".","55"
"11700","Asheville, NC","365","265","81","18","1",".","169","84","38",".",".","196",".","25","144"
"11780","Ashtabula, OH","361","289","52","18","1","1","202","74","34",".",".","194","167",".","."
"11900","Athens, OH","59","59",".",".",".",".","46","31","17",".",".",".",".",".","59"
"11940","Athens, TN","364","318","41","5",".",".","115","55","26",".","162",".","159",".","43"
"12060","Atlanta-Sandy Springs-Marietta, GA","365","181","109","47","23","5","208","132","51","36","77","182","65",".","5"
"12100","Atlantic City, NJ","365","279","59","20","7",".","185","87","36","44",".","252","15","44","10"
"12140","Auburn, IN","100","89","11",".",".",".","80","53","15",".","64",".","12",".","24"
