"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","366","19","123","176","48",".","200","158","105","9","5","41","311",".","."
"10580","Albany-Schenectady-Troy, NY","366","98","181","77","10",".","178","116","66.5","1",".","73","292",".","."
"10740","Albuquerque, NM","366","202","118","25","12","9","257","118","48","125","68","173",".",".","."
"10780","Alexandria, LA","193","170","19","4",".",".","145","54","31",".",".","193",".",".","."
"10900","Allentown-Bethlehem-Easton, PA-NJ","366","99","170","69","21","7","357","135","67","10","93","115","148",".","."
"10940","Alma, MI","364","278","37","46","3",".","169","120","27",".",".",".","364",".","."
"11020","Altoona, PA","267","219","41","6","1",".","151","65","26",".",".","54","213",".","."
"11100","Amarillo, TX","120","106","14",".",".",".","97","57.5","35",".",".","120",".",".","."
"11180","Ames, IA","192","159","23","9","1",".","163","71","6.5",".",".",".","192",".","."
"11260","Anchorage, AK","366","202","117","20","14","13","280","126","45","366",".",".",".",".","."
"11460","Ann Arbor, MI","366","313","40","13",".",".","142","70","27",".",".","193","173",".","."
"11540","Appleton, WI","212","194","15","3",".",".","124","49","30",".",".","212",".",".","."
"11700","Asheville, NC","184","121","43","20",".",".","140","101","41.5",".",".","184",".",".","."
"11780","Ashtabula, OH","366","208","94","56","8",".","200","112","45",".",".","164","202",".","."
"12060","Atlanta-Sandy Springs-Marietta, GA","366","93","168","86","14","5","233","131","74","73","39","138","116",".","."
"12100","Atlantic City, NJ","363","128","174","45","11","5","211","124","60","179",".","148","36",".","."
"12260","Augusta-Richmond County, GA-SC","366","266","70","29","1",".","161","97","34",".",".","189","177",".","."
"12300","Augusta-Waterville, ME","146","119","15","11","1",".","164","90","34.5",".",".","146",".",".","."
"12420","Austin-Round Rock, TX","343","285","47","11",".",".","150","67","34","1","8","325","9",".","."
"12540","Bakersfield, CA","366","46","167","106","39","8","208","164","87","8","56","135","167",".","."
"12580","Baltimore-Towson, MD","366","37","180","98","33","18","210","172","89","15","128","95","128",".","."
"12620","Bangor, ME","366","53","88","116","109",".","200","200","113","18",".","23","325",".","."
"12740","Barre, VT","207","181","26",".",".",".","94","54","24",".",".",".","207",".","."
"12940","Baton Rouge, LA","360","222","78","39","11","10","213","115","41.5",".",".","315","45",".","."
"12980","Battle Creek, MI","356","356",".",".",".",".","43","27","0",".",".",".","356",".","."
"13020","Bay City, MI","366","304","44","16","1","1","201","66","33",".",".","266","100",".","."
"13140","Beaumont-Port Arthur, TX","351","174","86","57","24","10","209","150","51",".","39","198","114",".","."
"13540","Bennington, VT","220","209","10","1",".",".","102","41","20",".",".",".","220",".","."
