"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10100","Aberdeen, SD","122","106","16",".",".",".","71","53","30",".",".",".",".","113","9"
"10140","Aberdeen, WA","365","339","26",".",".",".","82","40","18",".",".",".",".","365","."
"10260","Adjuntas, PR","103","95","8",".",".",".","75","48","26",".",".",".",".","103","."
"10300","Adrian, MI","1","1",".",".",".",".","16","16","16",".",".","1",".",".","."
"10420","Akron, OH","365","204","123","37","1",".","175","102","47","6",".","119","162","78","."
"10500","Albany, GA","116","52","64",".",".",".","100","73","53",".",".",".",".","111","5"
"10540","Albany-Lebanon, OR","362","320","42",".",".",".","85","53","20",".",".",".",".","362","."
"10580","Albany-Schenectady-Troy, NY","365","317","45","3",".",".","135","56","32","3",".","301","14","47","."
"10740","Albuquerque, NM","365","98","252","12","1","2","212","87","59",".","11","126",".","29","199"
"10780","Alexandria, LA","122","82","40",".",".",".","89","70","40",".",".",".",".","122","."
"10880","Allegan, MI","133","81","50","2",".",".","108","75","41",".",".","1",".","132","."
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","161","171","26","7",".","200","96","55",".","14","48","101","186","16"
"11020","Altoona, PA","365","314","49","2",".",".","111","56","37",".","80","176","100",".","9"
"11100","Amarillo, TX","365","347","18",".",".",".","59","44","25",".",".",".",".","365","."
"11140","Americus, GA","244","196","43","5",".",".","132","71","43",".",".","244",".",".","."
"11180","Ames, IA","191","184","7",".",".",".","80","47","35",".",".","191",".",".","."
"11260","Anchorage, AK","308","258","46","4",".",".","133","60","22.5","99",".",".",".","101","108"
"11300","Anderson, IN","237","162","73","2",".",".","109","71","44",".",".","147",".","88","2"
"11340","Anderson, SC","271","255","15","1",".",".","119","47","34",".",".","214","57",".","."
"11460","Ann Arbor, MI","117","62","54","1",".",".","125","72","46",".",".","1",".","116","."
"11540","Appleton, WI","245","184","58","3",".",".","121","64","37",".",".","163",".","82","."
"11620","Ardmore, OK","244","163","62","17","2",".","156","97","44",".",".","244",".",".","."
"11700","Asheville, NC","364","168","190","6",".",".","129","80","52",".",".","107",".","257","."
"11780","Ashtabula, OH","365","311","46","6","2",".","159","67","31",".",".","209","156",".","."
"11900","Athens, OH","53","35","18",".",".",".","98","67","43",".",".",".",".","53","."
"11940","Athens, TN","350","243","89","17","1",".","178","79.5","30",".","157",".","94","93","6"
"12020","Athens-Clarke County, GA","365","149","196","20",".",".","137","89","55",".",".","92",".","273","."
"12060","Atlanta-Sandy Springs-Marietta, GA","365","55","235","60","14","1","203","116","69",".","12","85","31","237","."
"12100","Atlantic City, NJ","363","289","68","5","1",".","169","64","36",".",".","270","3","90","."
"12260","Augusta-Richmond County, GA-SC","365","139","214","12",".",".","145","84","57",".",".","117",".","248","."
"12300","Augusta-Waterville, ME","229","198","30","1",".",".","101","58","33",".",".","173",".","56","."
"12420","Austin-Round Rock, TX","365","241","107","17",".",".","140","87","43",".","4","209",".","152","."
"12540","Bakersfield, CA","365","76","137","102","48","2","203","155","90",".","17","204",".","138","6"
"12580","Baltimore-Towson, MD","365","134","189","37","5",".","187","104","60",".","15","98","17","235","."
"12620","Bangor, ME","289","262","26","1",".",".","104","50","31",".",".","206",".","80","3"
"12660","Baraboo, WI","352","303","48","1",".",".","114","58","35",".",".","281",".","71","."
"12700","Barnstable Town, MA","244","195","37","9","3",".","177","71","38",".",".","181",".","63","."
"12940","Baton Rouge, LA","365","75","222","63","5",".","169","116","67",".","6","109","60","187","3"
"13020","Bay City, MI","74","45","28","1",".",".","123","69","32.5",".",".",".",".","74","."
"13140","Beaumont-Port Arthur, TX","365","84","202","73","6",".","200","118","67",".","3","69","147","146","."
"13180","Beaver Dam, WI","365","299","62","4",".",".","138","63","36",".",".","262",".","92","11"
"13220","Beckley, WV","118","76","41","1",".",".","108","72","41.5",".",".",".",".","118","."
"13380","Bellingham, WA","362","332","30",".",".",".","73","46","27",".",".","103",".","259","."
"13460","Bend, OR","362","325","37",".",".",".","86","51","20","7",".",".",".","349","6"
"13540","Bennington, VT","362","333","28","1",".",".","101","48","31",".",".","319",".","43","."
"13620","Berlin, NH-VT","245","202","41","2",".",".","109","60","38",".",".","164",".","81","."
"13740","Billings, MT","365","204","150","11",".",".","123","82","47","1","4","104","222","34","."
"13820","Birmingham-Hoover, AL","365","29","272","58","6",".","185","114","79","48",".","42","13","220","42"
"13860","Bishop, CA","365","210","113","24","7","11","8195","109","47",".",".","280",".","1","84"
"13900","Bismarck, ND","365","348","16","1",".",".","113","46","31",".","54","240","14","48","9"
