"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10100","Aberdeen, SD","122","104","18",".",".",".","70","54","25",".",".",".",".","117","5"
"10140","Aberdeen, WA","363","352","11",".",".",".","59","35","16",".",".",".",".","363","."
"10260","Adjuntas, PR","14","13","1",".",".",".","53","15","10",".",".",".",".","14","."
"10300","Adrian, MI","243","185","53","5",".",".","129","67","41",".",".","159",".","84","."
"10420","Akron, OH","365","242","117","6",".",".","124","70","42","7",".","151","50","157","."
"10500","Albany, GA","361","152","203","6",".",".","115","74","54",".",".",".",".","361","."
"10540","Albany-Lebanon, OR","363","270","87","3","3",".","193","63","25",".",".",".",".","363","."
"10580","Albany-Schenectady-Troy, NY","365","264","99","2",".",".","121","63","40",".",".","177",".","188","."
"10740","Albuquerque, NM","365","95","255","12","2","1","293","84","58",".","3","135",".","173","54"
"10780","Alexandria, LA","283","95","187","1",".",".","102","70","55",".",".",".",".","283","."
"10880","Allegan, MI","242","190","45","6","1",".","154","61","36",".",".","169",".","73","."
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","155","173","35","2",".","152","101","56",".","16","56","52","239","2"
"11020","Altoona, PA","365","213","148","4",".",".","135","71","44",".",".","114","7","244","."
"11100","Amarillo, TX","315","235","76","4",".",".","116","67","37",".",".","180",".","135","."
"11140","Americus, GA","244","215","29",".",".",".","84","54","39.5",".",".","244",".",".","."
"11180","Ames, IA","214","208","6",".",".",".","71","45","33",".",".","214",".",".","."
"11260","Anchorage, AK","365","280","82","2",".","1","241","59","35","8",".","73",".","213","71"
"11300","Anderson, IN","318","184","132","2",".",".","112","71","45",".",".","92",".","226","."
"11340","Anderson, SC","267","219","44","4",".",".","124","64","42",".",".","267",".",".","."
"11460","Ann Arbor, MI","296","238","54","4",".",".","129","65","36",".",".","221",".","75","."
"11540","Appleton, WI","303","240","62","1",".",".","101","62","36",".",".","158",".","145","."
"11620","Ardmore, OK","336","175","139","21","1",".","151","90","49",".",".","185",".","151","."
"11660","Arkadelphia, AR","344","333","11",".",".",".","84","44","32",".",".","344",".",".","."
"11700","Asheville, NC","364","249","113","2",".",".","104","64","44",".",".","143",".","221","."
"11780","Ashtabula, OH","365","324","37","4",".",".","129","58","27",".",".","212","153",".","."
"11900","Athens, OH","349","306","43",".",".",".","100","54","33",".","94","167","50","38","."
"11940","Athens, TN","360","344","13","3",".",".","124","37","18",".","270",".","43",".","47"
"12020","Athens-Clarke County, GA","365","225","136","4",".",".","113","72","45",".",".","127",".","238","."
"12060","Atlanta-Sandy Springs-Marietta, GA","365","122","197","46",".",".","147","104","57",".","5","122","2","236","."
"12100","Atlantic City, NJ","364","292","70","2",".",".","114","59","37",".",".","211",".","153","."
"12260","Augusta-Richmond County, GA-SC","363","196","163","4",".",".","126","79","48",".",".","125",".","238","."
"12300","Augusta-Waterville, ME","214","204","10",".",".",".","80","47","30",".",".","173",".","39","2"
"12420","Austin-Round Rock, TX","365","238","120","7",".",".","127","74","43",".","2","203",".","160","."
"12540","Bakersfield, CA","365","93","167","87","18",".","174","132","74",".","2","214",".","134","15"
"12580","Baltimore-Towson, MD","365","164","176","20","5",".","197","87","53",".","18","116","1","230","."
"12620","Bangor, ME","365","319","46",".",".",".","80","54","31",".",".","152",".","213","."
"12660","Baraboo, WI","285","258","27",".",".",".","91","50","35",".",".","208",".","76","1"
"12700","Barnstable Town, MA","280","266","14",".",".",".","97","44","32",".",".","230",".","50","."
"12940","Baton Rouge, LA","365","124","219","21","1",".","166","90","56",".","5","89","6","265","."
"13020","Bay City, MI","118","98","20",".",".",".","76","60","23.5",".",".",".",".","118","."
"13140","Beaumont-Port Arthur, TX","365","216","128","18","3",".","200","85","46",".",".","148","42","175","."
"13180","Beaver Dam, WI","365","263","100","2",".",".","108","66","39",".",".","170","1","194","."
"13220","Beckley, WV","116","91","25",".",".",".","83","61","34",".",".",".",".","116","."
"13380","Bellingham, WA","353","343","10",".",".",".","62","36","25",".",".","105",".","248","."
"13460","Bend, OR","365","328","33","3","1",".","170","51","31",".",".","127",".","238","."
"13540","Bennington, VT","361","295","65","1",".",".","116","56","36",".",".","172",".","189","."
"13620","Berlin, NH-VT","357","319","38",".",".",".","87","51","41",".",".","350",".","7","."
"13740","Billings, MT","365","319","43","3",".",".","131","54","25","2",".",".","153","210","."
"13820","Birmingham-Hoover, AL","365","120","222","22","1",".","156","90","56","2",".","77","3","267","16"
"13860","Bishop, CA","365","222","111","19","5","8","13276","95","47",".",".","271",".","41","53"
"13900","Bismarck, ND","365","346","19",".",".",".","73","45","32",".","18","217","4","117","9"
"13980","Blacksburg-Christiansburg-Radford, VA","253","224","29",".",".",".","87","51","41",".",".","253",".",".","."
"14020","Bloomington, IN","337","204","126","7",".",".","135","67","44",".",".","105",".","232","."
"14060","Bloomington-Normal, IL","362","337","24","1",".",".","122","48","31",".",".","362",".",".","."
"14260","Boise City-Nampa, ID","365","309","53","3",".",".","115","57","39","9","9","216",".","48","83"
"14380","Boone, NC","117","94","23",".",".",".","71","56","31",".",".",".",".","117","."
"14460","Boston-Cambridge-Quincy, MA-NH","365","190","172","3",".",".","127","71","50",".","20","71","3","271","."
"14500","Boulder, CO","365","277","83","5",".",".","116","71","44",".",".","336",".","28","1"
"14540","Bowling Green, KY","365","246","119",".",".",".","94","61","44",".",".","207",".","158","."
