"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"18260","Cookeville, TN","215","101","80","32","2",".","161","116","51",".",".","215",".",".","."
"18340","Corbin, KY","57","57",".",".",".",".","43","33","20",".",".",".",".",".","57"
"18580","Corpus Christi, TX","365","297","53","13","2",".","161","74","34",".",".","287","59",".","19"
"18860","Crescent City, CA","144","143","1",".",".",".","52","28","13",".",".",".",".","92","52"
"19020","Culpeper, VA","57","57",".",".",".",".","48","31","15",".",".",".",".",".","57"
"19060","Cumberland, MD-WV","100","100",".",".",".",".","48","29.5","17",".",".",".","75",".","25"
"19100","Dallas-Fort Worth-Arlington, TX","365","150","128","65","20","2","205","129","58",".","107","167","76",".","15"
"19340","Davenport-Moline-Rock Island, IA-IL","365","247","113","5",".",".","132","68","41",".",".","133","49",".","183"
"19380","Dayton, OH","365","257","75","28","5",".","177","97","40","57",".","205","85",".","18"
"19460","Decatur, AL","365","246","105","13","1",".","151","87","39",".",".","168","114","71","12"
"19500","Decatur, IL","365","278","78","9",".",".","119","71","40",".",".","227","124",".","14"
"19660","Deltona-Daytona Beach-Ormond Beach, FL","364","308","46","8","1","1","205","64","36",".",".","339",".",".","25"
"19700","Deming, NM","58","58",".",".",".",".","42","26","16",".",".",".",".",".","58"
"19740","Denver-Aurora, CO","365","84","247","30","4",".","169","100","61","1","200","117","42",".","5"
"19760","De Ridder, LA","365","313","43","9",".",".","129","61","33",".","17","348",".",".","."
"19780","Des Moines-West Des Moines, IA","365","339","25",".",".","1","246","47","31","91",".","245",".",".","29"
"19820","Detroit-Warren-Livonia, MI","365","116","126","109","14",".","198","130","74","1","57","61","226",".","20"
"19860","Dickinson, ND","188","187","1",".",".",".","53","41","27",".",".","136","15",".","37"
"19980","Dodge City, KS","60","59","1",".",".",".","51","38","21",".",".",".",".",".","60"
"20020","Dothan, AL","209","174","31","4",".",".","111","64","36",".",".","174",".",".","35"
"20100","Dover, DE","239","150","52","30","7",".","174","116","46",".",".","239",".",".","."
"20180","DuBois, PA","182","92","55","29","5","1","201","114","50",".",".","182",".",".","."
"20260","Duluth, MN-WI","365","353","11","1",".",".","101","44","31","10",".","342",".",".","13"
"20380","Dunn, NC","57","55","2",".",".",".","55","43","25",".",".",".",".",".","57"
"20420","Durango, CO","365","296","68","1",".",".","126","58","41",".","11","283",".",".","71"
"20500","Durham, NC","365","234","86","41","4",".","172","101","43","110",".","192","60",".","3"
"20620","East Liverpool-Salem, OH","365","237","71","55","2",".","163","112","34",".","91",".","240",".","34"
"20700","East Stroudsburg, PA","197","124","47","26",".",".","150","111","45","2",".","189","6",".","."
"20780","Edwards, CO","43","42","1",".",".",".","70","19","12",".",".",".",".",".","43"
"20820","Effingham, IL","235","181","46","8",".",".","127","71","43",".",".","235",".",".","."
"20940","El Centro, CA","365","107","189","55","13","1","216","114","67","38","27","228",".","1","71"
"20980","El Dorado, AR","344","298","38","8",".",".","147","62","16",".",".",".","344",".","."
"21020","Elizabeth City, NC","223","172","46","5",".",".","137","74","41",".",".","194",".",".","29"
"21060","Elizabethtown, KY","239","182","46","11",".",".","140","77","40",".",".","213",".",".","26"
"21140","Elkhart-Goshen, IN","184","132","40","11","1",".","164","84","44",".",".","184",".",".","."
"21220","Elko, NV","136","134","2",".",".",".","75","30","11.5",".",".",".",".","85","51"
"21260","Ellensburg, WA","152","147","5",".",".",".","77","36","18",".",".",".",".","82","70"
"21300","Elmira, NY","364","313","43","8",".",".","140","58","31",".",".","312","52",".","."
"21340","El Paso, TX","365","86","215","58","6",".","182","112","70","18","86","106","103",".","52"
"21420","Enid, OK","352","352",".",".",".",".","48","30","16",".","352",".",".",".","."
"21500","Erie, PA","365","208","106","47","4",".","200","109","47","8","63","128","162",".","4"
"21540","Escanaba, MI","365","361","4",".",".",".","69","14","0",".",".",".","365",".","."
"21660","Eugene-Springfield, OR","365","331","27","7",".",".","147","49","31","172",".","127",".","10","56"
"21700","Eureka-Arcata-Fortuna, CA","58","58",".",".",".",".","40","23","12",".",".",".",".",".","58"
"21780","Evansville, IN-KY","365","55","143","125","41","1","202","156","94","3","9","59","294",".","."
"21820","Fairbanks, AK","208","162","44","2",".",".","128","70","34","176",".",".",".",".","32"
"21940","Fajardo, PR","233","222","11",".",".",".","97","42","18",".",".",".",".",".","233"
"21980","Fallon, NV","25","24","1",".",".",".","63","35","11",".",".",".",".",".","25"
"22020","Fargo, ND-MN","349","340","9",".",".",".","67","46","30",".","49","290","3",".","7"
"22140","Farmington, NM","365","79","114","124","48",".","200","157","96","1","8","48","308",".","."
"22180","Fayetteville, NC","365","252","62","46","5",".","172","111","39","144",".","210",".",".","11"
"22260","Fergus Falls, MN","40","39","1",".",".",".","51","29","17.5",".",".",".",".",".","40"
"22300","Findlay, OH","56","56",".",".",".",".","42","39","29",".",".",".",".",".","56"
"22380","Flagstaff, AZ","365","292","73",".",".",".","93","67","44",".",".","364",".","1","."
"22420","Flint, MI","365","296","52","16","1",".","192","77","30",".",".","183","165",".","17"
"22500","Florence, SC","334","238","64","31","1",".","166","100","38",".",".","334",".",".","."
"22520","Florence-Muscle Shoals, AL","356","336","17","3",".",".","121","39","10",".",".",".","320",".","36"
"22540","Fond du Lac, WI","185","147","32","6",".",".","140","71","43",".",".","185",".",".","."
"22660","Fort Collins-Loveland, CO","365","277","79","9",".",".","124","74","44","4",".","361",".",".","."
"22800","Fort Madison-Keokuk, IA-MO","361","292","49","20",".",".","132","84","13",".",".",".","361",".","."
"22840","Fort Payne, AL","53","52","1",".",".",".","54","42","24",".",".",".",".",".","53"
"23060","Fort Wayne, IN","352","270","63","18","1",".","151","84","31","153",".","182",".",".","17"
"23380","Fremont, OH","63","47","16",".",".",".","77","59","34",".",".",".",".",".","63"
"23420","Fresno, CA","365","166","103","47","36","13","208","164","54","19","65","267",".","10","4"
"23460","Gadsden, AL","60","55","5",".",".",".","56","49","29",".",".",".",".",".","60"
"23500","Gaffney, SC","244","143","66","31","4",".","174","111","47",".",".","244",".",".","."
"23540","Gainesville, FL","364","301","46","15","2",".","166","74","36",".",".","358",".",".","6"
"23820","Gardnerville Ranchos, NV","365","331","34",".",".",".","87","50","39","1",".","361",".",".","3"
"23860","Georgetown, SC","338","310","28",".",".",".","60","48","29",".",".",".","24",".","314"
"23900","Gettysburg, PA","175","175",".",".",".",".","19","8","5","80","95",".",".",".","."
"23940","Gillette, WY","61","52","9",".",".",".","59","52","31",".",".",".",".",".","61"
"24140","Goldsboro, NC","61","61",".",".",".",".","49","31","19",".",".",".",".",".","61"
"24220","Grand Forks, ND-MN","55","49","6",".",".",".","64","51","20",".",".",".",".",".","55"
"24300","Grand Junction, CO","365","353","12",".",".",".","67","43","27","302",".",".",".",".","63"
"24340","Grand Rapids-Wyoming, MI","365","301","45","18","1",".","156","74","30","47",".","175","23",".","120"
"24420","Grants Pass, OR","212","205","7",".",".",".","54","44","31","174",".",".",".",".","38"
"24500","Great Falls, MT","365","346","19",".",".",".","100","41","20","194",".",".","171",".","."
"24540","Greeley, CO","365","318","44","3",".",".","116","58","37","78",".","278",".",".","9"
"24580","Green Bay, WI","365","315","36","12","2",".","169","74","28",".",".","169","196",".","."
"24660","Greensboro-High Point, NC","365","267","61","30","7",".","166","101","34","133",".","212",".",".","20"
"24740","Greenville, MS","53","51","2",".",".",".","54","32","18",".",".",".",".",".","53"
"24780","Greenville, NC","236","146","68","20","2",".","161","97","45",".",".","212",".",".","24"
"24860","Greenville-Mauldin-Easley, SC","365","291","56","14","4",".","164","74","39","16","140","176","17",".","16"
"25020","Guayama, PR","101","93","8",".",".",".","80","48","20",".",".",".",".",".","101"
"25060","Gulfport-Biloxi, MS","361","263","71","25","2",".","161","90","36",".","43","192","126",".","."
"25260","Hanford-Corcoran, CA","365","231","73","51","10",".","195","119","43",".","76","264",".","13","12"
"25340","Harriman, TN","365","305","44","15","1",".","179","71","11",".",".",".","316",".","49"
"25420","Harrisburg-Carlisle, PA","365","254","73","32","6",".","179","104","40",".","158","172","34",".","1"
"25460","Harrison, AR","365","281","77","7",".",".","127","66","40",".",".","308",".","57","."
"25500","Harrisonburg, VA","364","362","2",".",".",".","56","24","10",".",".",".","320",".","44"
"25540","Hartford-West Hartford-East Hartford, CT","365","281","58","20","5","1","202","77","42","57","125","171","6",".","6"
"25740","Helena, MT","365","174","96","86","9",".","200","126","52",".",".",".","304",".","61"
"25860","Hickory-Lenoir-Morganton, NC","238","126","66","40","5","1","201","114","49",".",".","215",".",".","23"
"25900","Hilo, HI","358","297","9","14","37","1","214","157","4",".",".",".","302","56","."
"26020","Hobbs, NM","59","58","1",".",".",".","51","26","17",".",".",".",".",".","59"
"26100","Holland-Grand Haven, MI","208","155","31","21","1",".","159","104","40",".",".","179",".",".","29"
"26140","Homosassa Springs, FL","104","68","36",".",".",".","89","67","44.5",".",".",".",".","104","."
"26180","Honolulu, HI","365","358","6","1",".",".","102","36","24","17","3","253","51",".","41"
"26380","Houma-Bayou Cane-Thibodaux, LA","357","302","31","22","2",".","185","74","33",".",".","357",".",".","."
"26420","Houston-Sugar Land-Baytown, TX","365","128","156","55","14","12","222","135","61","1","103","160","89",".","12"
"26460","Hudson, NY","57","56","1",".",".",".","51","30","14",".",".",".",".",".","57"
"26580","Huntington-Ashland, WV-KY-OH","365","103","170","73","18","1","202","124","71","4","11","94","253",".","3"
"26620","Huntsville, AL","365","281","58","23","3",".","174","97","38","11",".","312",".",".","42"
"26820","Idaho Falls, ID","62","59","3",".",".",".","88","41","21",".",".",".",".",".","62"
"26900","Indianapolis-Carmel, IN","365","123","140","95","7",".","192","124","71","1","146","101","112",".","5"
"27020","Iron Mountain, MI-WI","185","160","21","3","1",".","156","64","37",".",".","185",".",".","."
"27140","Jackson, MS","365","281","64","19","1",".","159","84","35","27",".","185","31",".","122"
"27180","Jackson, TN","48","48",".",".",".",".","41","31","23",".",".",".",".",".","48"
"27220","Jackson, WY-ID","364","350","14",".",".",".","80","47","38",".",".","352",".",".","12"
"27260","Jacksonville, FL","365","185","133","41","5","1","202","106","50","1","35","148","174",".","7"
"27340","Jacksonville, NC","56","56",".",".",".",".","40","34","19",".",".",".",".",".","56"
"27460","Jamestown-Dunkirk-Fredonia, NY","365","207","107","48","3",".","177","107","46",".",".","181","182",".","2"
"27500","Janesville, WI","185","129","40","16",".",".","140","100","45",".",".","185",".",".","."
"27540","Jasper, IN","344","272","49","21","2",".","162","79","26",".",".",".","319",".","25"
"27740","Johnson City, TN","59","59",".",".",".",".","44","32","22",".",".",".",".",".","59"
"27780","Johnstown, PA","365","238","90","32","5",".","174","101","43","2","78","146","129",".","10"
"27940","Juneau, AK","75","75",".",".",".",".","44","24","9",".",".",".",".",".","75"
"27980","Kahului-Wailuku, HI","346","315","31",".",".",".","88","46","25",".",".",".",".","17","329"
"28020","Kalamazoo-Portage, MI","184","121","48","14","1",".","164","97","45",".",".","184",".",".","."
"28060","Kalispell, MT","365","324","39","2",".",".","128","51","35","86",".","151",".","13","115"
"28140","Kansas City, MO-KS","365","214","113","33","5",".","195","101","47","7","109","191","41",".","17"
"28180","Kapaa, HI","46","46",".",".",".",".","29","28","17.5",".",".",".",".",".","46"
"28260","Kearney, NE","15","15",".",".",".",".","26","23","14",".",".",".",".",".","15"
"28300","Keene, NH","360","325","34","1",".",".","124","50","31",".",".","197","157",".","6"
"28420","Kennewick-Richland-Pasco, WA","270","262","8",".",".",".","85","28","14",".",".",".",".",".","270"
"28580","Key West, FL","50","49","1",".",".",".","65","31","17",".",".",".",".",".","50"
"28700","Kingsport-Bristol-Bristol, TN-VA","365","86","124","123","32",".","200","147","87","2","19","73","271",".","."
"28740","Kingston, NY","362","313","38","11",".",".","129","58","34",".",".","342","15",".","5"
"28820","Kinston, NC","215","134","61","18","2",".","154","100","47",".",".","215",".",".","."
"28900","Klamath Falls, OR","250","238","12",".",".",".","71","40","19","139",".",".",".","41","70"
"28940","Knoxville, TN","365","101","143","93","24","4","203","140","71",".",".","185","106","18","56"
"29060","Laconia, NH","215","204","11",".",".",".","84","44","30",".",".","215",".",".","."
"29180","Lafayette, LA","335","284","36","14","1",".","154","71","34",".",".","335",".",".","."
"29260","La Grande, OR","179","176","3",".",".",".","67","32","19",".",".",".",".",".","179"
"29340","Lake Charles, LA","365","295","46","23","1",".","159","80","37",".","3","338","24",".","."
"29420","Lake Havasu City-Kingman, AZ","61","59","2",".",".",".","62","37","22",".",".",".",".",".","61"
"29460","Lakeland, FL","365","229","107","28","1",".","174","90","44",".",".","187","157",".","21"
"29540","Lancaster, PA","365","249","71","38","7",".","177","106","41",".","120","167","77",".","1"
"29620","Lansing-East Lansing, MI","184","121","52","11",".",".","150","97","45",".",".","184",".",".","."
"29660","Laramie, WY","150","148","2",".",".",".","58","32.5","13",".",".",".",".","83","67"
"29700","Laredo, TX","365","329","35","1",".",".","102","50","32","16",".","317",".",".","32"
"29740","Las Cruces, NM","365","132","183","36","7","7","1373","112","58","4","15","160","41","32","113"
"29820","Las Vegas-Paradise, NV","365","104","215","43","3",".","177","104","63","45","60","162",".",".","98"
"29860","Laurel, MS","58","58",".",".",".",".","50","30","19.5",".",".",".",".",".","58"
"29980","Lawrenceburg, TN","240","156","67","16","1",".","154","95","43.5",".",".","212",".",".","28"
"30020","Lawton, OK","365","281","64","20",".",".","142","80","37","7","12","346",".",".","."
"30100","Lebanon, NH-VT","210","187","19","4",".",".","114","51","32.5",".",".","210",".",".","."
"30300","Lewiston, ID-WA","362","350","12",".",".",".","71","37","18","317",".",".",".",".","45"
"30340","Lewiston-Auburn, ME","364","354","10",".",".",".","82","33","13",".",".",".","330",".","34"
"30420","Lexington, NE","62","53","9",".",".",".","69","53","28",".",".",".",".",".","62"
"30460","Lexington-Fayette, KY","365","276","64","22","3",".","190","84","38","1","66","180","81",".","37"
"30620","Lima, OH","365","281","59","23","2",".","156","91","36",".",".","202","139",".","24"
"30700","Lincoln, NE","358","349","9",".",".",".","79","40","27","155",".","182",".",".","21"
"30740","Lincolnton, NC","214","120","66","27","1",".","154","109","47",".",".","214",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","365","288","64","12","1",".","168","74","39","83","47","219","1",".","15"
"30860","Logan, UT-ID","324","281","42","1",".",".","119","54","34","113",".","147",".","37","27"
"30980","Longview, TX","365","249","75","33","8",".","197","104","42",".",".","365",".",".","."
"31020","Longview, WA","244","236","6","2",".",".","135","42","28",".","15","199",".",".","30"
"31060","Los Alamos, NM","101","101",".",".",".",".","43","23","13",".",".",".",".","101","."
"31100","Los Angeles-Long Beach-Santa Ana, CA","365","62","199","67","22","15","222","151","74","28","223","106","2","6","."
"31140","Louisville/Jefferson County, KY-IN","365","83","151","116","14","1","207","132","82","5","28","89","241",".","2"
"31180","Lubbock, TX","61","61",".",".",".",".","42","34","18",".",".",".",".",".","61"
"31340","Lynchburg, VA","30","30",".",".",".",".","35","31.5","19",".",".",".",".",".","30"
"31420","Macon, GA","365","268","58","33","6",".","187","106","36",".",".","194","142",".","29"
"31460","Madera, CA","365","284","53","25","2","1","201","93","37",".","69","296",".",".","."
"31500","Madison, IN","365","316","39","9","1",".","151","56","17",".",".",".","365",".","."
"31540","Madison, WI","365","294","60","11",".",".","129","71","35","76",".","167","103",".","19"
"31700","Manchester-Nashua, NH","365","298","54","12","1",".","151","71","36","22","65","171","106",".","1"
"31820","Manitowoc, WI","185","131","36","13","5",".","169","100","42",".",".","185",".",".","."
"31900","Mansfield, OH","181","178","3",".",".",".","56","38","20",".",".",".",".",".","181"
"32100","Marquette, MI","5","5",".",".",".",".","17","17","6",".",".",".",".",".","5"
"32270","Marshfield-Wisconsin Rapids, WI","365","330","26","8","1",".","155","47","10",".",".",".","365",".","."
"32300","Martinsville, VA","29","29",".",".",".",".","43","35","15",".",".",".",".",".","29"
"32380","Mason City, IA","365","279","55","24","7",".","195","90","31",".",".",".","85",".","280"
"32460","Mayfield, KY","215","131","63","20","1",".","161","100","47",".",".","215",".",".","."
"32540","McAlester, OK","9","9",".",".",".",".","46","46","34",".",".",".",".",".","9"
"32580","McAllen-Edinburg-Mission, TX","360","339","20","1",".",".","114","47","30",".",".","342",".",".","18"
"32780","Medford, OR","365","308","50","7",".",".","145","57","40","226",".","122",".",".","17"
"32820","Memphis, TN-MS-AR","365","137","158","56","13","1","204","119","58","10","135","146","70",".","4"
"32900","Merced, CA","365","246","59","43","15","2","206","119","42",".","74","291",".",".","."
"32940","Meridian, MS","212","165","39","8",".",".","124","84","41",".",".","212",".",".","."
"33020","Mexico, MO","34","34",".",".",".",".","36","28","16",".",".",".",".",".","34"
"33100","Miami-Fort Lauderdale-Pompano Beach, FL","365","256","86","18","5",".","169","87","42","8","58","217","32","42","8"
"33140","Michigan City-La Porte, IN","365","272","65","25","3",".","185","90","33",".",".","176","183",".","6"
"33180","Middlesborough, KY","365","304","49","12",".",".","150","67","33","134",".","212",".",".","19"
"33300","Milledgeville, GA","352","308","31","13",".",".","131","61","7",".",".",".","352",".","."
"33340","Milwaukee-Waukesha-West Allis, WI","365","212","116","32","5",".","174","101","46","1","151","103","63","34","13"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","238","119","8",".",".","139","76","46","17","148","94","95",".","11"
"33540","Missoula, MT","331","317","14",".",".",".","86","40","25","207",".",".",".",".","124"
"33660","Mobile, AL","365","194","73","79","19",".","200","129","49",".",".","126","187",".","52"
"33700","Modesto, CA","365","234","76","40","13","2","204","122","43","8","97","220",".","24","16"
"33740","Monroe, LA","365","304","56","5",".",".","114","67","33",".",".","360","5",".","."
"33780","Monroe, MI","15","15",".",".",".",".","28","24","15",".",".",".",".",".","15"
"33860","Montgomery, AL","359","274","62","20","2","1","203","80","35",".",".","204","13",".","142"
"33940","Montrose, CO","115","104","11",".",".",".","63","50","31",".",".",".",".",".","115"
